time,Algorithms,n_features
0.4488041400909424,Lasso,10
0.4283010959625244,Lasso,10
0.4399595260620117,Lasso,10
0.44637608528137207,Lasso,10
0.4606044292449951,Lasso,10
0.4347360134124756,Lasso,10
0.427778959274292,Lasso,10
0.42218971252441406,Lasso,10
0.4702589511871338,Lasso,10
0.4341263771057129,Lasso,10
0.4553685188293457,Lasso,10
0.44425082206726074,Lasso,10
0.4312450885772705,Lasso,10
0.452282190322876,Lasso,10
0.4625401496887207,Lasso,10
0.4294719696044922,Lasso,10
0.43038463592529297,Lasso,10
0.4445221424102783,Lasso,10
0.4386734962463379,Lasso,10
0.42249298095703125,Lasso,10
0.4293406009674072,Lasso,10
0.46160435676574707,Lasso,10
0.4338381290435791,Lasso,10
0.43186259269714355,Lasso,10
0.41325879096984863,Lasso,10
0.44084715843200684,Lasso,10
0.41513967514038086,Lasso,10
0.4552934169769287,Lasso,10
0.42544984817504883,Lasso,10
0.43721747398376465,Lasso,10
0.4577507972717285,Lasso,10
0.4301583766937256,Lasso,10
0.4278740882873535,Lasso,10
0.444796085357666,Lasso,10
0.43586111068725586,Lasso,10
0.44127726554870605,Lasso,10
0.45052194595336914,Lasso,10
0.43618059158325195,Lasso,10
0.45921945571899414,Lasso,10
0.44679975509643555,Lasso,10
0.4417238235473633,Lasso,10
0.43590259552001953,Lasso,10
0.4333462715148926,Lasso,10
0.4437224864959717,Lasso,10
0.44486117362976074,Lasso,10
0.4150261878967285,Lasso,10
0.4281196594238281,Lasso,10
0.41173434257507324,Lasso,10
0.44016599655151367,Lasso,10
0.4240231513977051,Lasso,10
0.43196678161621094,Lasso,10
0.4411332607269287,Lasso,10
0.46300458908081055,Lasso,10
0.43372011184692383,Lasso,10
0.4613230228424072,Lasso,10
0.43023157119750977,Lasso,10
0.4327850341796875,Lasso,10
0.4107534885406494,Lasso,10
0.4320085048675537,Lasso,10
0.4377419948577881,Lasso,10
0.4737997055053711,Lasso,10
0.4141218662261963,Lasso,10
0.4499654769897461,Lasso,10
0.42143893241882324,Lasso,10
0.44449448585510254,Lasso,10
0.43918275833129883,Lasso,10
0.42533040046691895,Lasso,10
0.44170475006103516,Lasso,10
0.4501931667327881,Lasso,10
0.43093323707580566,Lasso,10
0.4403843879699707,Lasso,10
0.4340019226074219,Lasso,10
0.4401369094848633,Lasso,10
0.415971040725708,Lasso,10
0.4281632900238037,Lasso,10
0.4512038230895996,Lasso,10
0.42265748977661133,Lasso,10
0.43297481536865234,Lasso,10
0.4496612548828125,Lasso,10
0.44017982482910156,Lasso,10
0.4346292018890381,Lasso,10
0.44446444511413574,Lasso,10
0.42011451721191406,Lasso,10
0.4308459758758545,Lasso,10
0.42675185203552246,Lasso,10
0.42435669898986816,Lasso,10
0.4181981086730957,Lasso,10
0.4333193302154541,Lasso,10
0.4398684501647949,Lasso,10
0.408782958984375,Lasso,10
0.43042445182800293,Lasso,10
0.4363071918487549,Lasso,10
0.4275321960449219,Lasso,10
0.4197671413421631,Lasso,10
0.43406176567077637,Lasso,10
0.4378817081451416,Lasso,10
2.4971446990966797,Binarsity,50
2.615849256515503,Binarsity,50
2.6317620277404785,Binarsity,50
2.743471145629883,Binarsity,50
2.6374073028564453,Binarsity,50
2.365326166152954,Binarsity,50
2.5483760833740234,Binarsity,50
2.6543142795562744,Binarsity,50
2.3862526416778564,Binarsity,50
2.4322590827941895,Binarsity,50
2.329063653945923,Binarsity,50
2.4600675106048584,Binarsity,50
2.3533732891082764,Binarsity,50
2.4837067127227783,Binarsity,50
2.5099215507507324,Binarsity,50
2.6475934982299805,Binarsity,50
2.4930591583251953,Binarsity,50
2.5293920040130615,Binarsity,50
2.319744110107422,Binarsity,50
2.615788221359253,Binarsity,50
2.5533103942871094,Binarsity,50
2.4293558597564697,Binarsity,50
2.5597007274627686,Binarsity,50
2.5869174003601074,Binarsity,50
2.4047346115112305,Binarsity,50
2.7197999954223633,Binarsity,50
2.385754346847534,Binarsity,50
2.6829147338867188,Binarsity,50
2.514474868774414,Binarsity,50
2.640637159347534,Binarsity,50
2.5812795162200928,Binarsity,50
2.4680769443511963,Binarsity,50
2.4085545539855957,Binarsity,50
2.5942437648773193,Binarsity,50
2.6081135272979736,Binarsity,50
2.6562390327453613,Binarsity,50
2.6035454273223877,Binarsity,50
2.3327102661132812,Binarsity,50
2.666898250579834,Binarsity,50
2.7279934883117676,Binarsity,50
2.43949556350708,Binarsity,50
2.400284767150879,Binarsity,50
2.49812388420105,Binarsity,50
2.5336053371429443,Binarsity,50
2.593754529953003,Binarsity,50
2.503511428833008,Binarsity,50
2.377213716506958,Binarsity,50
2.397285223007202,Binarsity,50
2.586219072341919,Binarsity,50
2.347836971282959,Binarsity,50
2.387254476547241,Binarsity,50
2.564042568206787,Binarsity,50
2.4201650619506836,Binarsity,50
2.46413516998291,Binarsity,50
2.5269546508789062,Binarsity,50
2.6244966983795166,Binarsity,50
2.507006883621216,Binarsity,50
2.4284873008728027,Binarsity,50
2.44523024559021,Binarsity,50
2.4497158527374268,Binarsity,50
2.543015718460083,Binarsity,50
2.702789306640625,Binarsity,50
2.3935301303863525,Binarsity,50
2.631509780883789,Binarsity,50
2.451650857925415,Binarsity,50
2.6167142391204834,Binarsity,50
2.6832218170166016,Binarsity,50
2.5687382221221924,Binarsity,50
2.6506028175354004,Binarsity,50
2.6213250160217285,Binarsity,50
2.613093376159668,Binarsity,50
2.443305492401123,Binarsity,50
2.5703823566436768,Binarsity,50
2.4187278747558594,Binarsity,50
2.335811138153076,Binarsity,50
2.408445358276367,Binarsity,50
2.640619993209839,Binarsity,50
2.387197256088257,Binarsity,50
2.504301071166992,Binarsity,50
2.3953161239624023,Binarsity,50
2.5478460788726807,Binarsity,50
2.4262964725494385,Binarsity,50
2.6601762771606445,Binarsity,50
2.822396993637085,Binarsity,50
2.3996522426605225,Binarsity,50
2.5461246967315674,Binarsity,50
2.514373540878296,Binarsity,50
2.582017183303833,Binarsity,50
2.5425703525543213,Binarsity,50
2.7796037197113037,Binarsity,50
2.4007151126861572,Binarsity,50
2.3971402645111084,Binarsity,50
2.413433313369751,Binarsity,50
2.584439754486084,Binarsity,50
2.4211862087249756,Binarsity,50
2.4986765384674072,Binarsity,50
2.6620612144470215,Binarsity,50
2.5793237686157227,Binarsity,50
2.4389514923095703,Binarsity,50
2.364471435546875,Binarsity,50
1.1321985721588135,Lasso,50
1.187384843826294,Lasso,50
1.1626617908477783,Lasso,50
1.2168912887573242,Lasso,50
0.9572877883911133,Lasso,50
1.1718881130218506,Lasso,50
1.1092674732208252,Lasso,50
1.1433966159820557,Lasso,50
1.0180084705352783,Lasso,50
1.0910027027130127,Lasso,50
1.0297682285308838,Lasso,50
1.2308788299560547,Lasso,50
0.9663066864013672,Lasso,50
1.053581714630127,Lasso,50
1.1784098148345947,Lasso,50
1.176694631576538,Lasso,50
1.2174322605133057,Lasso,50
1.2480981349945068,Lasso,50
1.0023157596588135,Lasso,50
1.2318835258483887,Lasso,50
1.0146048069000244,Lasso,50
1.109074354171753,Lasso,50
1.1855576038360596,Lasso,50
1.1998674869537354,Lasso,50
1.1180059909820557,Lasso,50
1.1433448791503906,Lasso,50
0.9874696731567383,Lasso,50
1.2514173984527588,Lasso,50
1.1762282848358154,Lasso,50
1.176483154296875,Lasso,50
1.1373577117919922,Lasso,50
1.1736845970153809,Lasso,50
0.9972062110900879,Lasso,50
1.0461044311523438,Lasso,50
1.1397206783294678,Lasso,50
1.1592202186584473,Lasso,50
1.0036203861236572,Lasso,50
0.9985401630401611,Lasso,50
1.2187480926513672,Lasso,50
1.1962237358093262,Lasso,50
1.005570888519287,Lasso,50
1.01385498046875,Lasso,50
1.1341302394866943,Lasso,50
1.161393642425537,Lasso,50
1.1421003341674805,Lasso,50
1.176746129989624,Lasso,50
1.1740922927856445,Lasso,50
1.084169626235962,Lasso,50
1.0556080341339111,Lasso,50
1.013101577758789,Lasso,50
1.0654563903808594,Lasso,50
1.1782464981079102,Lasso,50
1.2704811096191406,Lasso,50
1.0224659442901611,Lasso,50
1.1505088806152344,Lasso,50
1.0027191638946533,Lasso,50
1.1506950855255127,Lasso,50
1.2084646224975586,Lasso,50
1.0106947422027588,Lasso,50
1.109339952468872,Lasso,50
1.025815725326538,Lasso,50
1.1468698978424072,Lasso,50
1.1881632804870605,Lasso,50
1.1694271564483643,Lasso,50
1.0748047828674316,Lasso,50
1.12315034866333,Lasso,50
1.1026663780212402,Lasso,50
1.274785041809082,Lasso,50
1.1195499897003174,Lasso,50
1.2182247638702393,Lasso,50
1.129809856414795,Lasso,50
1.1450800895690918,Lasso,50
1.102743148803711,Lasso,50
1.0320420265197754,Lasso,50
1.0146853923797607,Lasso,50
1.0013916492462158,Lasso,50
1.1875941753387451,Lasso,50
1.0137786865234375,Lasso,50
1.136784553527832,Lasso,50
0.9885971546173096,Lasso,50
1.184685230255127,Lasso,50
1.1651573181152344,Lasso,50
1.2403361797332764,Lasso,50
1.2507665157318115,Lasso,50
1.2214007377624512,Lasso,50
1.2068157196044922,Lasso,50
1.2186074256896973,Lasso,50
1.1863396167755127,Lasso,50
1.1689608097076416,Lasso,50
1.1623499393463135,Lasso,50
1.1341552734375,Lasso,50
1.1703331470489502,Lasso,50
1.006239414215088,Lasso,50
0.9968533515930176,Lasso,50
1.1970815658569336,Lasso,50
1.2279043197631836,Lasso,50
1.1393470764160156,Lasso,50
1.1228797435760498,Lasso,50
1.1458306312561035,Lasso,50
0.9929935932159424,Lasso,50
3.8675830364227295,Binarsity,100
3.910892963409424,Binarsity,100
3.915858507156372,Binarsity,100
3.9977731704711914,Binarsity,100
4.1626482009887695,Binarsity,100
3.981046438217163,Binarsity,100
4.384404420852661,Binarsity,100
4.307334661483765,Binarsity,100
4.239848852157593,Binarsity,100
4.022538661956787,Binarsity,100
4.296779632568359,Binarsity,100
4.100999593734741,Binarsity,100
3.93784761428833,Binarsity,100
4.002760171890259,Binarsity,100
4.471266269683838,Binarsity,100
3.8986198902130127,Binarsity,100
3.835608959197998,Binarsity,100
4.251023769378662,Binarsity,100
4.031745672225952,Binarsity,100
4.346825838088989,Binarsity,100
4.187200307846069,Binarsity,100
4.264004945755005,Binarsity,100
4.133760929107666,Binarsity,100
4.309937238693237,Binarsity,100
3.9375574588775635,Binarsity,100
3.8625035285949707,Binarsity,100
3.8898508548736572,Binarsity,100
3.9713993072509766,Binarsity,100
3.9958510398864746,Binarsity,100
4.752597332000732,Binarsity,100
4.046443700790405,Binarsity,100
3.854539632797241,Binarsity,100
4.181509494781494,Binarsity,100
4.174375772476196,Binarsity,100
3.906510591506958,Binarsity,100
4.1019203662872314,Binarsity,100
4.169426202774048,Binarsity,100
4.1372034549713135,Binarsity,100
3.9917402267456055,Binarsity,100
3.929945468902588,Binarsity,100
3.8975865840911865,Binarsity,100
3.8829352855682373,Binarsity,100
3.922624111175537,Binarsity,100
4.207242488861084,Binarsity,100
3.886101722717285,Binarsity,100
4.2407546043396,Binarsity,100
3.9971020221710205,Binarsity,100
3.986301898956299,Binarsity,100
4.036278247833252,Binarsity,100
3.868382692337036,Binarsity,100
3.860369920730591,Binarsity,100
4.242461919784546,Binarsity,100
4.155853509902954,Binarsity,100
3.973475456237793,Binarsity,100
4.20173454284668,Binarsity,100
3.9927616119384766,Binarsity,100
4.237283945083618,Binarsity,100
3.870710611343384,Binarsity,100
4.240708351135254,Binarsity,100
3.9971320629119873,Binarsity,100
3.9114887714385986,Binarsity,100
3.922646999359131,Binarsity,100
3.863675594329834,Binarsity,100
3.9238147735595703,Binarsity,100
4.228045463562012,Binarsity,100
4.033158302307129,Binarsity,100
3.9358572959899902,Binarsity,100
4.235754489898682,Binarsity,100
3.906120538711548,Binarsity,100
4.234257698059082,Binarsity,100
3.9540083408355713,Binarsity,100
3.9623048305511475,Binarsity,100
4.207346200942993,Binarsity,100
4.239845514297485,Binarsity,100
3.79986834526062,Binarsity,100
3.9214670658111572,Binarsity,100
4.338998317718506,Binarsity,100
4.045087575912476,Binarsity,100
3.873610258102417,Binarsity,100
3.9428601264953613,Binarsity,100
3.9967093467712402,Binarsity,100
3.9780445098876953,Binarsity,100
4.163512468338013,Binarsity,100
3.8839588165283203,Binarsity,100
4.028172016143799,Binarsity,100
3.889418601989746,Binarsity,100
3.9518182277679443,Binarsity,100
3.8835229873657227,Binarsity,100
4.237537145614624,Binarsity,100
4.066491603851318,Binarsity,100
3.9314327239990234,Binarsity,100
3.875476837158203,Binarsity,100
3.9537813663482666,Binarsity,100
4.147655487060547,Binarsity,100
4.031484842300415,Binarsity,100
4.1834282875061035,Binarsity,100
4.151595115661621,Binarsity,100
3.9577713012695312,Binarsity,100
4.135638952255249,Binarsity,100
3.9545435905456543,Binarsity,100
1.6925990581512451,Lasso,100
1.5299816131591797,Lasso,100
1.741417646408081,Lasso,100
1.6151301860809326,Lasso,100
1.7022106647491455,Lasso,100
1.528416633605957,Lasso,100
1.7478070259094238,Lasso,100
1.7720048427581787,Lasso,100
1.7493491172790527,Lasso,100
1.6755151748657227,Lasso,100
1.590043067932129,Lasso,100
1.924297571182251,Lasso,100
1.5510809421539307,Lasso,100
1.7853479385375977,Lasso,100
1.8496668338775635,Lasso,100
1.5758450031280518,Lasso,100
1.7378664016723633,Lasso,100
1.8338253498077393,Lasso,100
1.7576806545257568,Lasso,100
1.8200042247772217,Lasso,100
1.814476490020752,Lasso,100
1.6753122806549072,Lasso,100
1.876138687133789,Lasso,100
1.7697131633758545,Lasso,100
1.5298364162445068,Lasso,100
1.5763165950775146,Lasso,100
1.5151798725128174,Lasso,100
1.4992079734802246,Lasso,100
1.609400987625122,Lasso,100
1.8830115795135498,Lasso,100
1.592411756515503,Lasso,100
1.5596446990966797,Lasso,100
1.6671462059020996,Lasso,100
1.572744369506836,Lasso,100
1.5601162910461426,Lasso,100
1.6268603801727295,Lasso,100
1.7689950466156006,Lasso,100
1.7482078075408936,Lasso,100
1.6080961227416992,Lasso,100
1.7261700630187988,Lasso,100
1.6235933303833008,Lasso,100
1.5772840976715088,Lasso,100
1.563962459564209,Lasso,100
1.5845155715942383,Lasso,100
1.5028550624847412,Lasso,100
1.7384140491485596,Lasso,100
1.6651906967163086,Lasso,100
1.7767009735107422,Lasso,100
1.6036336421966553,Lasso,100
1.549386978149414,Lasso,100
1.5768818855285645,Lasso,100
1.8727071285247803,Lasso,100
1.7324156761169434,Lasso,100
1.545403003692627,Lasso,100
1.7736401557922363,Lasso,100
1.7367980480194092,Lasso,100
1.702967882156372,Lasso,100
1.5436265468597412,Lasso,100
1.8475487232208252,Lasso,100
1.567375659942627,Lasso,100
1.7040538787841797,Lasso,100
1.577596664428711,Lasso,100
1.531200647354126,Lasso,100
1.576582908630371,Lasso,100
1.7668664455413818,Lasso,100
1.7971265316009521,Lasso,100
1.5381240844726562,Lasso,100
1.7796099185943604,Lasso,100
1.5380699634552002,Lasso,100
1.6718463897705078,Lasso,100
1.5064659118652344,Lasso,100
1.5520820617675781,Lasso,100
1.8113651275634766,Lasso,100
1.8587672710418701,Lasso,100
1.7580351829528809,Lasso,100
1.5132455825805664,Lasso,100
1.7893457412719727,Lasso,100
1.516345739364624,Lasso,100
1.8074162006378174,Lasso,100
1.5437986850738525,Lasso,100
1.5452601909637451,Lasso,100
1.590533971786499,Lasso,100
1.604910135269165,Lasso,100
1.5542197227478027,Lasso,100
1.795367956161499,Lasso,100
1.708693265914917,Lasso,100
1.5889966487884521,Lasso,100
1.7018380165100098,Lasso,100
1.7587783336639404,Lasso,100
1.6600360870361328,Lasso,100
1.7136282920837402,Lasso,100
1.5562121868133545,Lasso,100
1.504209041595459,Lasso,100
1.8009331226348877,Lasso,100
1.5797302722930908,Lasso,100
1.7225725650787354,Lasso,100
1.454601764678955,Lasso,100
1.5116548538208008,Lasso,100
1.7959957122802734,Lasso,100
1.5818488597869873,Lasso,100
6.796462774276733,Binarsity,200
6.499565124511719,Binarsity,200
6.5653135776519775,Binarsity,200
6.502497673034668,Binarsity,200
6.551315069198608,Binarsity,200
6.555320978164673,Binarsity,200
6.682687520980835,Binarsity,200
6.629743337631226,Binarsity,200
6.46401309967041,Binarsity,200
6.657745599746704,Binarsity,200
6.709331274032593,Binarsity,200
7.246483325958252,Binarsity,200
6.68803071975708,Binarsity,200
6.809759140014648,Binarsity,200
6.6909472942352295,Binarsity,200
6.626302480697632,Binarsity,200
6.60871434211731,Binarsity,200
7.354531526565552,Binarsity,200
6.561675548553467,Binarsity,200
6.879033327102661,Binarsity,200
6.991408824920654,Binarsity,200
6.870307445526123,Binarsity,200
6.627649784088135,Binarsity,200
6.509478569030762,Binarsity,200
6.52975606918335,Binarsity,200
6.528870344161987,Binarsity,200
6.577650785446167,Binarsity,200
6.549070119857788,Binarsity,200
6.7818074226379395,Binarsity,200
6.4554033279418945,Binarsity,200
6.539947509765625,Binarsity,200
6.525787591934204,Binarsity,200
6.9573118686676025,Binarsity,200
6.554687023162842,Binarsity,200
6.611473798751831,Binarsity,200
6.4391748905181885,Binarsity,200
6.546422481536865,Binarsity,200
6.487444162368774,Binarsity,200
6.453214168548584,Binarsity,200
6.569045543670654,Binarsity,200
6.5942816734313965,Binarsity,200
6.541552305221558,Binarsity,200
6.7483086585998535,Binarsity,200
7.006836652755737,Binarsity,200
6.6293418407440186,Binarsity,200
6.482605218887329,Binarsity,200
6.720138311386108,Binarsity,200
6.607653856277466,Binarsity,200
7.11686110496521,Binarsity,200
6.838428735733032,Binarsity,200
6.677811622619629,Binarsity,200
6.545801639556885,Binarsity,200
6.570409297943115,Binarsity,200
6.626075506210327,Binarsity,200
6.859593391418457,Binarsity,200
6.921326398849487,Binarsity,200
6.513756513595581,Binarsity,200
6.511704683303833,Binarsity,200
6.563938140869141,Binarsity,200
6.6454691886901855,Binarsity,200
6.496343612670898,Binarsity,200
6.767619371414185,Binarsity,200
7.1520702838897705,Binarsity,200
6.473656892776489,Binarsity,200
6.756424188613892,Binarsity,200
6.644501209259033,Binarsity,200
6.6269237995147705,Binarsity,200
7.001365900039673,Binarsity,200
6.572527647018433,Binarsity,200
6.473854064941406,Binarsity,200
6.496618747711182,Binarsity,200
6.619244575500488,Binarsity,200
6.926809549331665,Binarsity,200
6.651296377182007,Binarsity,200
6.822847843170166,Binarsity,200
6.602927207946777,Binarsity,200
6.609530925750732,Binarsity,200
6.898361921310425,Binarsity,200
7.102339744567871,Binarsity,200
6.56088399887085,Binarsity,200
6.709717750549316,Binarsity,200
7.0414533615112305,Binarsity,200
6.5749170780181885,Binarsity,200
6.575146198272705,Binarsity,200
6.656812906265259,Binarsity,200
6.578775644302368,Binarsity,200
6.920407056808472,Binarsity,200
6.552982807159424,Binarsity,200
6.384620189666748,Binarsity,200
6.514855861663818,Binarsity,200
6.761920928955078,Binarsity,200
6.7982025146484375,Binarsity,200
6.533405542373657,Binarsity,200
6.720064878463745,Binarsity,200
6.808889389038086,Binarsity,200
6.450759649276733,Binarsity,200
6.530041456222534,Binarsity,200
6.739281177520752,Binarsity,200
6.50547456741333,Binarsity,200
6.5251336097717285,Binarsity,200
3.0829808712005615,Lasso,200
2.8165810108184814,Lasso,200
2.7769343852996826,Lasso,200
2.786179542541504,Lasso,200
2.7983028888702393,Lasso,200
2.948364734649658,Lasso,200
2.704662799835205,Lasso,200
2.9299635887145996,Lasso,200
2.6894848346710205,Lasso,200
2.7510313987731934,Lasso,200
2.788848638534546,Lasso,200
2.78476619720459,Lasso,200
2.7674190998077393,Lasso,200
3.0572214126586914,Lasso,200
3.058182954788208,Lasso,200
2.708510160446167,Lasso,200
2.7814412117004395,Lasso,200
2.885718584060669,Lasso,200
2.763193130493164,Lasso,200
3.2755260467529297,Lasso,200
2.908712148666382,Lasso,200
2.762171506881714,Lasso,200
2.970320463180542,Lasso,200
2.927729368209839,Lasso,200
3.2080252170562744,Lasso,200
2.7085978984832764,Lasso,200
2.7776663303375244,Lasso,200
2.6929805278778076,Lasso,200
3.022886276245117,Lasso,200
2.726205587387085,Lasso,200
2.8114800453186035,Lasso,200
2.8062310218811035,Lasso,200
3.1522881984710693,Lasso,200
3.103104829788208,Lasso,200
3.0805680751800537,Lasso,200
2.7436070442199707,Lasso,200
2.670015811920166,Lasso,200
2.750563859939575,Lasso,200
2.7317898273468018,Lasso,200
3.0172994136810303,Lasso,200
2.719817638397217,Lasso,200
2.895388126373291,Lasso,200
2.8455727100372314,Lasso,200
2.9354348182678223,Lasso,200
2.9535953998565674,Lasso,200
2.8291027545928955,Lasso,200
2.6367886066436768,Lasso,200
2.992037534713745,Lasso,200
2.9173407554626465,Lasso,200
3.0472776889801025,Lasso,200
2.6785078048706055,Lasso,200
2.7173359394073486,Lasso,200
2.7180137634277344,Lasso,200
2.787418842315674,Lasso,200
2.9145936965942383,Lasso,200
2.8876852989196777,Lasso,200
2.7005438804626465,Lasso,200
2.7217657566070557,Lasso,200
2.7361793518066406,Lasso,200
3.097790241241455,Lasso,200
2.742382049560547,Lasso,200
2.741452217102051,Lasso,200
3.109527111053467,Lasso,200
3.063001871109009,Lasso,200
2.9431204795837402,Lasso,200
2.7105934619903564,Lasso,200
2.765934944152832,Lasso,200
3.084110975265503,Lasso,200
3.0801351070404053,Lasso,200
2.718113660812378,Lasso,200
2.729121685028076,Lasso,200
3.0267250537872314,Lasso,200
2.984072685241699,Lasso,200
2.743164300918579,Lasso,200
2.7523765563964844,Lasso,200
2.7075681686401367,Lasso,200
2.735830068588257,Lasso,200
3.215944290161133,Lasso,200
2.88710355758667,Lasso,200
2.726952314376831,Lasso,200
3.031045436859131,Lasso,200
3.0859217643737793,Lasso,200
2.8181159496307373,Lasso,200
2.8159451484680176,Lasso,200
3.0499954223632812,Lasso,200
3.0106518268585205,Lasso,200
3.043207883834839,Lasso,200
2.7175416946411133,Lasso,200
2.6938107013702393,Lasso,200
2.8153626918792725,Lasso,200
2.984881639480591,Lasso,200
3.1223201751708984,Lasso,200
3.028287649154663,Lasso,200
3.1350433826446533,Lasso,200
2.854255199432373,Lasso,200
2.7300946712493896,Lasso,200
2.7722346782684326,Lasso,200
2.965900421142578,Lasso,200
2.8397269248962402,Lasso,200
2.761685848236084,Lasso,200
21.388169765472412,Binarsity,500
20.65520715713501,Binarsity,500
19.320226192474365,Binarsity,500
22.53528094291687,Binarsity,500
20.42255973815918,Binarsity,500
20.30844736099243,Binarsity,500
20.885876417160034,Binarsity,500
22.917760133743286,Binarsity,500
20.21541404724121,Binarsity,500
22.33634042739868,Binarsity,500
21.93881130218506,Binarsity,500
21.87630295753479,Binarsity,500
21.197717428207397,Binarsity,500
20.055837869644165,Binarsity,500
22.34944438934326,Binarsity,500
19.788792371749878,Binarsity,500
19.55046319961548,Binarsity,500
20.169675588607788,Binarsity,500
19.578234672546387,Binarsity,500
20.66195774078369,Binarsity,500
21.33875823020935,Binarsity,500
21.352657079696655,Binarsity,500
19.685802698135376,Binarsity,500
19.209136962890625,Binarsity,500
18.5854172706604,Binarsity,500
22.54660391807556,Binarsity,500
21.81373691558838,Binarsity,500
21.595423221588135,Binarsity,500
22.15480327606201,Binarsity,500
19.909826517105103,Binarsity,500
21.869776010513306,Binarsity,500
19.723312377929688,Binarsity,500
21.37817907333374,Binarsity,500
22.375373125076294,Binarsity,500
18.72244644165039,Binarsity,500
19.28810977935791,Binarsity,500
19.48560643196106,Binarsity,500
22.060401439666748,Binarsity,500
19.726237535476685,Binarsity,500
19.931584358215332,Binarsity,500
20.79734230041504,Binarsity,500
19.316522359848022,Binarsity,500
21.542086601257324,Binarsity,500
21.356810092926025,Binarsity,500
21.673545837402344,Binarsity,500
22.128727674484253,Binarsity,500
21.332319021224976,Binarsity,500
21.470449209213257,Binarsity,500
22.361969232559204,Binarsity,500
21.621278285980225,Binarsity,500
22.390692949295044,Binarsity,500
21.58437490463257,Binarsity,500
21.664576292037964,Binarsity,500
22.615859508514404,Binarsity,500
22.661552667617798,Binarsity,500
22.39729642868042,Binarsity,500
21.322712659835815,Binarsity,500
21.554961442947388,Binarsity,500
21.23560404777527,Binarsity,500
20.174646139144897,Binarsity,500
21.146337509155273,Binarsity,500
21.861926555633545,Binarsity,500
21.64457130432129,Binarsity,500
22.01692819595337,Binarsity,500
21.409196138381958,Binarsity,500
22.26543688774109,Binarsity,500
22.258530139923096,Binarsity,500
